Year,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit,Qty,Trade Value (US$)
2011.0,Import,124.0,Canada,CAN,598.0,Papua New Guinea,PNG,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,174.0,100.0
2011.0,Export,124.0,Canada,CAN,634.0,Qatar,QAT,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,2034.0,1137.0
2011.0,Import,124.0,Canada,CAN,643.0,Russian Federation,RUS,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,929750948.0,535518057.0
2011.0,Export,124.0,Canada,CAN,643.0,Russian Federation,RUS,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,1006.0,562.0
2011.0,Import,124.0,Canada,CAN,682.0,Saudi Arabia,SAU,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,4548672173.0,2619944717.0
2011.0,Import,124.0,Canada,CAN,724.0,Spain,ESP,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,12.0,7.0
2011.0,Import,124.0,Canada,CAN,764.0,Thailand,THA,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,46.0,26.0
2011.0,Import,124.0,Canada,CAN,784.0,United Arab Emirates,ARE,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,123.0,71.0
2011.0,Import,124.0,Canada,CAN,826.0,United Kingdom,GBR,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,3071953872.0,1769384342.0
2011.0,Export,124.0,Canada,CAN,826.0,United Kingdom,GBR,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,12680.0,7088.0
2011.0,Re-Export,124.0,Canada,CAN,826.0,United Kingdom,GBR,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,12589.0,7038.0
2011.0,Import,124.0,Canada,CAN,842.0,USA,USA,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,2446783245.0,1409298493.0
2011.0,Export,124.0,Canada,CAN,842.0,USA,USA,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,123546265674.0,69065910713.0
2011.0,Import,124.0,Canada,CAN,862.0,Venezuela,VEN,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,504938712.0,290834657.0
2011.0,Import,152.0,Chile,CHL,0.0,World,WLD,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,8739167552.0,6495645842.0
2011.0,Import,152.0,Chile,CHL,32.0,Argentina,ARG,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,824068549.0,598784342.0
2011.0,Import,152.0,Chile,CHL,68.0,Bolivia (Plurinational State of),BOL,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,37298000.0,34181007.0
2011.0,Import,152.0,Chile,CHL,76.0,Brazil,BRA,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,3713072484.0,2751281887.0
2011.0,Import,152.0,Chile,CHL,170.0,Colombia,COL,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,1533419992.0,1151583729.0
2011.0,Import,152.0,Chile,CHL,218.0,Ecuador,ECU,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,1490740854.0,1036251335.0
2011.0,Import,152.0,Chile,CHL,554.0,New Zealand,NZL,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,15.0,480.0
2011.0,Import,152.0,Chile,CHL,604.0,Peru,PER,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,346872672.0,216683280.0
2011.0,Import,152.0,Chile,CHL,826.0,United Kingdom,GBR,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,793694976.0,706877932.0
2011.0,Import,152.0,Chile,CHL,842.0,USA,USA,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,10.0,1850.0
2011.0,Import,170.0,Colombia,COL,0.0,World,WLD,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,157.0,5722.0
2011.0,Export,170.0,Colombia,COL,0.0,World,WLD,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,33908296042.0,23020133004.0
2011.0,Export,170.0,Colombia,COL,44.0,Bahamas,BHS,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,266958918.0,195982908.0
2011.0,Import,170.0,Colombia,COL,124.0,Canada,CAN,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,4.0,490.0
2011.0,Export,170.0,Colombia,COL,124.0,Canada,CAN,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,217208964.0,141947301.0
2011.0,Export,170.0,Colombia,COL,152.0,Chile,CHL,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,1717610181.0,1241138504.0
2011.0,Export,170.0,Colombia,COL,156.0,China,CHN,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,1727030970.0,1172358539.0
2011.0,Export,170.0,Colombia,COL,188.0,Costa Rica,CRI,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,147830449.0,97330649.0
2011.0,Import,170.0,Colombia,COL,218.0,Ecuador,ECU,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,5.0,236.0
2011.0,Export,170.0,Colombia,COL,222.0,El Salvador,SLV,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,107540643.0,70540339.0
